Quelle est la proposition sur la linéarité de l'intégrale ?;Hypothèses : Soient \(a\) et \(b\) des réels tels que \(a \le b\), et des fonctions \(f\) et \(g\) continues sur un segment \([a, b]\), à valeurs réelles ou complexes. Conclusion : Pour tout \(\lambda \in \mathbb{C}\), \(\int_{a}^{b} (\lambda f(x) + g(x)) \, dx = \lambda \int_{a}^{b} f(x) \, dx + \int_{a}^{b} g(x) \, dx\). (Encore valable pour \(a > b\) et des fonctions continues sur \([b, a]\)).
Quelle est la proposition sur la positivité de l'intégrale ?;Hypothèses : Soient \(a\) et \(b\) des réels tels que \(a \le b\), et une fonction \(f\) continue sur un segment \([a, b]\), à valeurs réelles ou complexes. Conclusion : Si pour tout \(x \in [a, b]\), \(f(x) \ge 0\), alors \(\int_{a}^{b} f(x) \, dx \ge 0\). Attention : c'est faux si \(a > b\) !
Quelle est la proposition sur la croissance de l'intégrale ?;Hypothèses : Soient \(a\) et \(b\) des réels tels que \(a \le b\), et des fonctions \(f\) et \(g\) continues sur un segment \([a, b]\), à valeurs réelles ou complexes. Conclusion : Si pour tout \(x \in [a, b]\), \(f(x) \le g(x)\), alors \(\int_{a}^{b} f(x) \, dx \le \int_{a}^{b} g(x) \, dx\). Attention : c'est faux si \(a > b\) !
Quelle est la relation de Chasles pour l'intégrale ?;Hypothèses : Soient \(a, b\) et \(c\) des réels tels que \(a \le c \le b\), et une fonction \(f\) continue sur un segment \([a, b]\), à valeurs réelles ou complexes. Conclusion : \(\int_{a}^{b} f(x) \, dx = \int_{a}^{c} f(x) \, dx + \int_{c}^{b} f(x) \, dx\). (Valable dès que les trois intégrales existent, i.e. \(f\) continue sur les segments formés par \(a, b, c\)).
Quelle est la définition d'une primitive ?;Hypothèses : Soit \(D\) une partie de \(\mathbb{R}\) et \(f : D \to \mathbb{K}\). Conclusion : On dit que \(F : D \to \mathbb{K}\) est une primitive de \(f\) sur \(D\) si \(F\) est dérivable et \(F' = f\).
Quelle est la proposition sur l'ensemble des primitives d'une fonction ?;Hypothèses : Soit \(F\) une primitive de \(f\) sur l'intervalle \(I\). Conclusion : L'ensemble des primitives de \(f\) est l'ensemble des fonctions de la forme \(x \mapsto F(x) + C\), avec \(C \in \mathbb{K}\) constante. De plus, pour tout \(x_0 \in I\) et \(y_0 \in \mathbb{K}\), il existe une unique primitive \(G\) de \(f\) sur \(I\) telle que \(G(x_0) = y_0\).
Quel est le Théorème fondamental de l'analyse ?;Hypothèses : Soit \(I\) un intervalle, \(f : I \to \mathbb{K}\) continue, et \(a \in I\). Conclusion : La fonction \(F_a : I \to \mathbb{K}\) définie par \(x \mapsto \int_{a}^{x} f(t) \, dt\) est dérivable et \(F_a' = f\). Autrement dit, \(F_a\) est l'unique primitive de \(f\) sur \(I\) qui s'annule en \(a\).
Quelle est la conséquence sur l'existence des primitives d'une fonction continue ?;Hypothèses : Soit \(f\) une fonction continue sur un intervalle \(I\). Conclusion : Toute fonction \(f\) admet des primitives sur \(I\).
Quel est le corollaire permettant de calculer une intégrale à l'aide d'une primitive ?;Hypothèses : Soit \(f\) une fonction continue sur \(I\) et \(a, b \in I\). En notant \(F\) une primitive de \(f\) sur \(I\). Conclusion : \(\int_{a}^{b} f(t) \, dt = F(b) - F(a)\) ce qui se note \([F(t)]_a^b\).
Quelle est la définition d'une fonction de classe \(C^1\) ?;Hypothèses : Soit \(f : D \to \mathbb{K}\). Conclusion : On dit que \(f\) est de classe \(C^1\) sur \(D\) si \(f\) est dérivable sur \(D\) et si \(f'\) est continue sur \(D\).
Quel est le théorème d'intégration par parties ?;Hypothèses : Soit \(I\) un intervalle, et \(a, b \in I\). Soient \(f, g\) de classe \(C^1\) sur \(I\). Conclusion : \(\int_{a}^{b} f'(x) g(x) \, dx = [f(x) g(x)]_a^b - \int_{a}^{b} f(x) g'(x) \, dx\).
Quel est le théorème de changement de variable pour les intégrales ?;Hypothèses : Soient \(I\) et \(J\) des intervalles, \(f : I \to \mathbb{R}\) continue, \(\varphi : J \to I\) de classe \(C^1\), et \(\alpha, \beta \in J\). Conclusion : \(\int_{\alpha}^{\beta} f(\varphi(t)) \varphi'(t) \, dt = \int_{\varphi(\alpha)}^{\varphi(\beta)} f(x) \, dx\).
Que vaut l'intégrale d'une fonction paire sur un intervalle symétrique ?;Hypothèses : Pour \(f\) continue et \(a \in \mathbb{R}\), si \(f\) est paire. Conclusion : \(\int_{-a}^{a} f(x) \, dx = 2 \int_{0}^{a} f(x) \, dx\).
Que vaut l'intégrale d'une fonction impaire sur un intervalle symétrique ?;Hypothèses : Pour \(f\) continue et \(a \in \mathbb{R}\), si \(f\) est impaire. Conclusion : \(\int_{-a}^{a} f(x) \, dx = 0\).
Quelles sont les propriétés de l'intégrale d'une fonction périodique ?;Hypothèses : Soit \(f\) périodique de période \(T > 0\). Conclusion : \(\int_{a+T}^{b+T} f(x) \, dx = \int_{a}^{b} f(x) \, dx\) et \(\int_{a}^{a+T} f(x) \, dx = \int_{0}^{T} f(x) \, dx\) (l'intégrale de \(f\) sur un segment quelconque de longueur \(T\) est constante).
